year,age
75,65.4
76,65.1
77,65.8
78,64.9
79,64.1
80,64.9
81,64.6
82,64.7
83,64.6
84,64.5
85,64.2
86,63.7
87,63.9
88,63.7
89,62
90,62.8
91,61.8
92,61.6
93,61.8
94,60.6
95,60.4
96,60.5
97,59.8
98,59.7
99,60
100,60.2
101,59.6
102,60
103,60.4
