year,age
75,51.3
76,53.9
77,53.8
78,54.2
79,56.3
80,58.2
81,57.2
82,58.4
83,57.7
84,58.7
85,58.7
86,60.3
87,61.4
88,61.4
89,62.8
90,63.5
91,64.3
92,64.9
93,64.7
94,66
95,66.9
96,67.6
97,67.1
98,68.1
99,67.9
100,67.4
101,69.4
102,69.6
103,69
