year,age
75,57.5
76,57.7
77,57.7
78,58.1
79,58.3
80,58.9
81,59.6
82,60.2
83,59.9
84,60.3
85,61
86,60.8
87,61
88,61.2
89,61.7
90,61.9
91,62.1
92,62.3
93,62.6
94,62.9
95,63.3
96,63.9
97,64.1
98,64.2
99,64.7
100,65.1
101,65.3
102,65.9
103,65.7
