year,age
75,64.4
76,64.8
77,65.7
78,65.3
79,65.6
80,66.1
81,66.8
82,67.2
83,67.2
84,67.8
85,68.3
86,68.8
87,69.1
88,69.3
89,69.9
90,69.9
91,69.9
92,70.3
93,70.9
94,70.9
95,70.8
96,71.1
97,71
98,71.4
99,71.6
100,71.6
101,71.3
102,71.3
103,71.2
