year,age
75,63.1
76,63.9
77,63.8
78,64.6
79,64.4
80,63.8
81,65.2
82,65.6
83,65.3
84,66.2
85,65.9
86,66.8
87,67.4
88,67.9
89,67.7
90,67.7
91,68
92,68.3
93,68.4
94,69.1
95,69
96,69.1
97,68.9
98,68.9
99,69.9
100,70.2
101,69.4
102,69.9
103,70
