year,age
75,64.1
76,63.6
77,63.5
78,63.8
79,64.2
80,64.7
81,64.6
82,64.4
83,65
84,66.3
85,67.6
86,66.9
87,67.5
88,68.5
89,68.3
90,68.3
91,68.5
92,69.9
93,69.7
94,70
95,69.4
96,70.1
97,69.8
98,69.8
99,70.3
100,70.1
101,70.8
102,70.5
103,70.8
