year,age
75,38.9
76,39.3
77,39.3
78,40.8
79,41.5
80,43.7
81,43.6
82,45.3
83,45.9
84,51.3
85,47.3
86,50.2
87,48.8
88,51.7
89,51.1
90,52.9
91,51.5
92,54.5
93,55.1
94,55.8
95,56.8
96,59.2
97,59.2
98,59.5
99,61.1
100,62.1
101,60.6
102,61.6
103,62.9
