year,age
75,54.8
76,53.7
77,54.2
78,53.7
79,53.8
80,54.2
81,54.2
82,54.1
83,54.1
84,54.1
85,54.2
86,54.7
87,54.7
88,55.5
89,55
90,55.4
91,56.7
92,56.9
93,56.6
94,57.4
95,57.1
96,58.3
97,57.7
98,57.9
99,58.4
100,58.3
101,59.3
102,59.6
103,59.4
