year,age
75,60
76,59.7
77,59
78,60.5
79,59.5
80,60.2
81,60.8
82,60.7
83,60.3
84,60.8
85,61.9
86,62.6
87,62.1
88,62.2
89,62.7
90,63.1
91,64.2
92,64.5
93,64.9
94,64.9
95,64.6
96,65.1
97,64.4
98,65.1
99,64.4
100,65.2
101,64.9
102,66
103,67
