year,age
75,63
76,63.5
77,64.7
78,63.4
79,64.2
80,64.1
81,64.9
82,64.5
83,64.5
84,66.8
85,66.4
86,67.4
87,67.3
88,67.4
89,68.2
90,68.1
91,68.8
92,69.2
93,68.6
94,69.7
95,69.4
96,70.5
97,69.3
98,69.9
99,70.2
100,70.6
101,71.2
102,70.7
103,71.2
