year,age
75,63.8
76,62.4
77,62.9
78,63.8
79,62.6
80,64.1
81,64.2
82,63.2
83,63.4
84,64.5
85,65.3
86,65.4
87,67.4
88,65.9
89,66.4
90,67.5
91,67
92,67.9
93,68
94,68
95,68.2
96,68.6
97,69.2
98,69.2
99,69.9
100,69.5
101,69.5
102,71.2
103,70.1
