year,age
75,68
76,68.1
77,67.8
78,69.1
79,69.9
80,69.6
81,69
82,69.9
83,71.3
84,70.4
85,71.8
86,71.2
87,72.2
88,72.8
89,73.1
90,73.9
91,73.6
92,74.1
93,74.6
94,74.5
95,74.9
96,75.2
97,75.1
98,75.4
99,76.6
100,75.3
101,76.2
102,75.7
103,76.3
