year,age
75,63
76,63.1
77,64.3
78,63.7
79,64.6
80,64.8
81,64.4
82,65.5
83,65.5
84,65.5
85,67.5
86,66.9
87,67.2
88,67.3
89,67.5
90,68.9
91,67.5
92,67.7
93,68.4
94,67.7
95,68.2
96,68
97,68.2
98,69.3
99,68.8
100,68.2
101,68.7
102,68
103,68.1
